Date,Platform,Campaign,Spend,Revenue,Clicks,Impressions,Conversions
2024-08-13,Pinterest Ads,Awareness,5343.03,9665.47,361,2867,15
2024-08-13,Tiktok Ads,Video,3100.66,11294.91,256,5359,24
2024-08-13,Affiliate,Affiliation,3195.48,12180.32,502,9763,28
2024-08-13,Liveintent,Email,10.95,32.14,688,14109,31
2024-08-13,Criteo,Display Retargeting,2051.05,8346.94,450,6316,16
2024-08-13,Microsoft Ads,Search,7832.76,29474.61,450,9170,36
2024-08-14,Facebook Ads,Retargeting,5295.27,34198.12,367,7993,11
2024-08-14,Google Ads,Brand Search,2662.12,17640.31,325,3875,9
2024-08-14,Snapchat Ads,Prospecting,35.25,144.65,249,3721,23
2024-08-14,Pinterest Ads,Awareness,3754.04,21155.57,340,5111,34
2024-08-14,Tiktok Ads,Video,2412.17,8008.64,342,6018,15
2024-08-14,Affiliate,Affiliation,3248.78,18340.35,573,9257,24
2024-08-14,Liveintent,Email,866.8,5072.46,453,7828,24
2024-08-14,Criteo,Display Retargeting,1075.25,4553.77,287,4147,21
2024-08-14,Microsoft Ads,Search,791.01,3317.3,530,7593,18
2024-08-15,Facebook Ads,Retargeting,210.89,894.11,357,4269,10
2024-08-15,Google Ads,Brand Search,724.87,4840.8,445,10164,35
2024-08-15,Snapchat Ads,Prospecting,597.26,3703.72,697,6007,54
2024-08-15,Pinterest Ads,Awareness,1929.5,10184.88,557,5114,16
2024-08-15,Tiktok Ads,Video,5724.34,15721.28,298,6332,34
2024-08-15,Affiliate,Affiliation,2378.79,10438.39,220,6383,20
2024-08-15,Liveintent,Email,252.5,1192.26,463,5959,22
2024-08-15,Criteo,Display Retargeting,8996.04,43770.33,288,6991,10
2024-08-15,Microsoft Ads,Search,11110.52,37969.08,409,10288,17
2024-08-16,Facebook Ads,Retargeting,4682.57,17360.26,716,5233,26
2024-08-16,Google Ads,Brand Search,13321.71,44312.79,533,4851,15
2024-08-16,Snapchat Ads,Prospecting,2535.39,12460.24,394,6291,18
2024-08-16,Pinterest Ads,Awareness,9192.29,35693.48,337,7614,23
2024-08-16,Tiktok Ads,Video,241.02,1085.43,251,9217,12
2024-08-16,Affiliate,Affiliation,1256.22,5024.21,522,7064,17
2024-08-16,Liveintent,Email,802.62,3258.91,301,3728,20
2024-08-16,Criteo,Display Retargeting,582.68,2664.14,274,5560,22
2024-08-16,Microsoft Ads,Search,328.5,1945.87,496,11439,38
2024-08-17,Facebook Ads,Retargeting,3002.08,16350.72,423,2771,29
2024-08-17,Google Ads,Brand Search,4793.54,13732.27,506,7783,47
2024-08-17,Snapchat Ads,Prospecting,2694.13,10619.01,300,3842,20
2024-08-17,Pinterest Ads,Awareness,422.18,2064.65,312,2959,12
2024-08-17,Tiktok Ads,Video,7788.37,18099.74,429,2874,27
2024-08-17,Affiliate,Affiliation,3171.88,16298.46,284,8069,27
2024-08-17,Liveintent,Email,1371.83,9472.75,359,5022,24
2024-08-17,Criteo,Display Retargeting,2639.81,26664.48,306,6353,10
2024-08-17,Microsoft Ads,Search,1623.6,4776.46,366,7545,18
2024-08-18,Facebook Ads,Retargeting,1535.53,7285.02,459,7660,49
2024-08-18,Google Ads,Brand Search,7259.9,55379.35,618,7203,47
2024-08-18,Snapchat Ads,Prospecting,1053.67,6751.07,296,5837,26
2024-08-18,Pinterest Ads,Awareness,2800.3,12846.35,297,5357,9
2024-08-18,Tiktok Ads,Video,8705.26,33893.91,338,12138,19
2024-08-18,Affiliate,Affiliation,3021.95,26075.57,333,3943,20
2024-08-18,Liveintent,Email,194.87,1069.02,390,6053,7
2024-08-18,Criteo,Display Retargeting,595.03,1804.84,367,4802,20
2024-08-18,Microsoft Ads,Search,36.11,95.22,158,5725,6
2024-08-19,Facebook Ads,Retargeting,2768.1,16754.92,636,7800,18
2024-08-19,Google Ads,Brand Search,1715.15,10814.16,532,9366,23
2024-08-19,Snapchat Ads,Prospecting,411.18,1780.09,742,8127,20
2024-08-19,Pinterest Ads,Awareness,10062.22,45805.62,728,9682,33
2024-08-19,Tiktok Ads,Video,2125.61,11702.03,452,3700,15
2024-08-19,Affiliate,Affiliation,846.96,4341.71,333,8241,28
2024-08-19,Liveintent,Email,1887.72,9769.0,406,5339,21
2024-08-19,Criteo,Display Retargeting,2911.16,18596.89,290,4142,12
2024-08-19,Microsoft Ads,Search,357.75,1383.56,563,6876,19
2024-08-20,Facebook Ads,Retargeting,1184.54,4376.67,338,10317,37
2024-08-20,Google Ads,Brand Search,10575.26,47320.5,152,4070,23
2024-08-20,Snapchat Ads,Prospecting,3133.32,10591.96,270,6931,32
2024-08-20,Pinterest Ads,Awareness,3364.97,21245.44,423,10628,31
2024-08-20,Tiktok Ads,Video,2039.52,11837.39,215,4071,20
2024-08-20,Affiliate,Affiliation,196.47,677.04,383,9851,28
2024-08-20,Liveintent,Email,872.83,3480.87,378,5078,34
2024-08-20,Criteo,Display Retargeting,2382.53,14636.62,335,9941,15
2024-08-20,Microsoft Ads,Search,1130.91,7136.53,252,6312,22
2024-08-21,Facebook Ads,Retargeting,86.44,589.35,757,9777,59
2024-08-21,Google Ads,Brand Search,5427.06,20587.02,426,6961,16
2024-08-21,Snapchat Ads,Prospecting,5586.04,40300.65,274,5599,9
2024-08-21,Pinterest Ads,Awareness,3093.24,18504.36,378,4193,9
2024-08-21,Tiktok Ads,Video,4015.99,11028.68,363,4645,15
2024-08-21,Affiliate,Affiliation,447.74,1830.87,590,13668,57
2024-08-21,Liveintent,Email,7507.13,29204.2,441,4766,15
2024-08-21,Criteo,Display Retargeting,274.48,2176.18,309,3684,21
2024-08-21,Microsoft Ads,Search,5428.26,25182.55,249,12162,30
2024-08-22,Facebook Ads,Retargeting,12100.12,69696.78,336,7949,23
2024-08-22,Google Ads,Brand Search,2887.87,7333.58,406,6799,14
2024-08-22,Snapchat Ads,Prospecting,7399.45,43585.81,559,6297,33
2024-08-22,Pinterest Ads,Awareness,1085.61,8417.61,417,6162,8
2024-08-22,Tiktok Ads,Video,722.92,3154.58,277,5788,10
2024-08-22,Affiliate,Affiliation,1082.34,5397.87,445,9874,17
2024-08-22,Liveintent,Email,1395.17,9522.52,358,7673,18
2024-08-22,Criteo,Display Retargeting,183.15,766.78,355,7256,36
2024-08-22,Microsoft Ads,Search,2389.03,11889.39,647,7830,21
2024-08-23,Facebook Ads,Retargeting,4877.72,26335.21,347,4573,20
2024-08-23,Google Ads,Brand Search,262.06,1674.19,453,7094,47
2024-08-23,Snapchat Ads,Prospecting,2587.89,10381.57,462,5113,60
2024-08-23,Pinterest Ads,Awareness,4062.99,7809.91,554,8774,19
2024-08-23,Tiktok Ads,Video,3066.47,18238.04,279,6647,18
2024-08-23,Affiliate,Affiliation,3127.64,23440.23,389,7255,5
2024-08-23,Liveintent,Email,832.35,2832.66,657,10244,38
2024-08-23,Criteo,Display Retargeting,6206.16,26674.37,430,9136,21
2024-08-23,Microsoft Ads,Search,1730.37,6542.98,508,12027,57
2024-08-24,Facebook Ads,Retargeting,408.82,2115.1,421,10017,17
2024-08-24,Google Ads,Brand Search,1688.82,9571.0,585,10117,15
2024-08-24,Snapchat Ads,Prospecting,3564.87,15081.58,552,16377,34
2024-08-24,Pinterest Ads,Awareness,944.13,3552.8,399,6904,22
2024-08-24,Tiktok Ads,Video,4220.24,8400.59,308,7543,26
2024-08-24,Affiliate,Affiliation,4187.1,16988.17,486,11260,12
2024-08-24,Liveintent,Email,579.97,3026.12,196,4632,11
2024-08-24,Criteo,Display Retargeting,2633.48,8178.02,334,3915,25
2024-08-24,Microsoft Ads,Search,6093.76,12285.18,235,3748,47
2024-08-25,Facebook Ads,Retargeting,3825.05,13938.37,319,4537,22
2024-08-25,Google Ads,Brand Search,59.41,325.54,358,3966,26
2024-08-25,Snapchat Ads,Prospecting,18.03,110.92,490,2338,9
2024-08-25,Pinterest Ads,Awareness,2446.69,10785.91,418,8193,38
2024-08-25,Tiktok Ads,Video,13855.93,52201.38,405,6317,28
2024-08-25,Affiliate,Affiliation,1547.84,4833.24,416,7567,12
2024-08-25,Liveintent,Email,6583.94,23816.86,522,8367,38
2024-08-25,Criteo,Display Retargeting,1175.75,5097.49,635,6589,26
2024-08-25,Microsoft Ads,Search,1546.11,6112.54,267,6259,20
2024-08-26,Facebook Ads,Retargeting,10288.06,51967.44,577,12364,48
2024-08-26,Google Ads,Brand Search,8216.84,32625.74,510,7602,48
2024-08-26,Snapchat Ads,Prospecting,407.2,3116.6,327,3335,17
2024-08-26,Pinterest Ads,Awareness,2433.08,13985.4,263,3657,15
2024-08-26,Tiktok Ads,Video,139.45,510.88,317,3203,34
2024-08-26,Affiliate,Affiliation,2845.99,11745.47,462,4392,14
2024-08-26,Liveintent,Email,7066.42,22633.72,390,2824,25
2024-08-26,Criteo,Display Retargeting,544.04,1582.17,580,7744,35
2024-08-26,Microsoft Ads,Search,1897.37,5673.16,317,4051,27
2024-08-27,Facebook Ads,Retargeting,854.77,3377.52,502,4183,32
2024-08-27,Google Ads,Brand Search,4440.21,26170.05,591,6423,12
2024-08-27,Snapchat Ads,Prospecting,6846.93,31081.32,373,4092,23
2024-08-27,Pinterest Ads,Awareness,64.45,278.7,498,3659,24
2024-08-27,Tiktok Ads,Video,2199.64,11223.54,529,12298,43
2024-08-27,Affiliate,Affiliation,683.28,4465.51,549,10421,22
2024-08-27,Liveintent,Email,596.42,4921.79,527,10171,26
2024-08-27,Criteo,Display Retargeting,2078.21,7545.93,397,4213,27
2024-08-27,Microsoft Ads,Search,4617.29,16463.02,531,11327,28
2024-08-28,Facebook Ads,Retargeting,4992.8,42342.32,594,5816,22
2024-08-28,Google Ads,Brand Search,2211.53,8447.44,402,4273,28
2024-08-28,Snapchat Ads,Prospecting,1419.69,4794.42,345,7599,12
2024-08-28,Pinterest Ads,Awareness,4540.99,18625.92,454,2233,25
2024-08-28,Tiktok Ads,Video,910.12,5959.02,269,10194,19
2024-08-28,Affiliate,Affiliation,2603.64,12415.29,573,10711,34
2024-08-28,Liveintent,Email,1269.03,5367.05,457,4114,18
2024-08-28,Criteo,Display Retargeting,2263.9,7135.59,383,4410,19
2024-08-28,Microsoft Ads,Search,931.95,4320.6,243,4832,14
2024-08-29,Facebook Ads,Retargeting,701.28,4320.05,609,15802,32
2024-08-29,Google Ads,Brand Search,10887.5,58941.8,819,11041,10
2024-08-29,Snapchat Ads,Prospecting,662.62,2341.14,490,8256,33
2024-08-29,Pinterest Ads,Awareness,2332.53,12516.41,313,2435,21
2024-08-29,Tiktok Ads,Video,1075.21,2588.0,462,8246,27
2024-08-29,Affiliate,Affiliation,179.77,688.8,651,7479,41
2024-08-29,Liveintent,Email,147.71,558.15,321,5039,14
2024-08-29,Criteo,Display Retargeting,883.56,4830.12,197,7464,29
2024-08-29,Microsoft Ads,Search,7748.28,46716.24,435,6166,47
2024-08-30,Facebook Ads,Retargeting,1327.12,4050.29,291,6420,17
2024-08-30,Google Ads,Brand Search,13085.9,31667.74,507,5707,16
2024-08-30,Snapchat Ads,Prospecting,2755.83,17806.18,401,10709,14
2024-08-30,Pinterest Ads,Awareness,1102.86,4948.99,325,8936,32
2024-08-30,Tiktok Ads,Video,3260.48,18231.59,394,13362,23
2024-08-30,Affiliate,Affiliation,2739.18,11647.48,500,11336,23
2024-08-30,Liveintent,Email,4558.95,11833.23,206,5998,19
2024-08-30,Criteo,Display Retargeting,602.77,5104.31,278,12041,24
2024-08-30,Microsoft Ads,Search,1489.83,6458.25,366,7171,24
2024-08-31,Facebook Ads,Retargeting,5903.43,22505.92,360,6029,26
2024-08-31,Google Ads,Brand Search,8510.39,36892.68,519,6982,12
2024-08-31,Snapchat Ads,Prospecting,6218.69,17614.76,558,9032,34
2024-08-31,Pinterest Ads,Awareness,1573.74,5381.84,544,14897,19
2024-08-31,Tiktok Ads,Video,5073.05,20080.66,134,3875,32
2024-08-31,Affiliate,Affiliation,1697.13,8020.19,462,7047,26
2024-08-31,Liveintent,Email,2207.42,6886.59,242,6137,10
2024-08-31,Criteo,Display Retargeting,725.83,2628.9,570,11868,24
2024-08-31,Microsoft Ads,Search,2297.14,14319.77,651,8476,17
2024-09-01,Facebook Ads,Retargeting,804.89,3450.12,310,3330,14
2024-09-01,Google Ads,Brand Search,1484.52,5753.45,295,8672,39
2024-09-01,Snapchat Ads,Prospecting,7073.71,36029.07,429,9123,12
2024-09-01,Pinterest Ads,Awareness,1056.44,3864.21,299,8688,27
2024-09-01,Tiktok Ads,Video,287.21,1337.36,364,9973,33
2024-09-01,Affiliate,Affiliation,338.81,834.83,478,4793,35
2024-09-01,Liveintent,Email,11952.45,51855.72,274,7307,33
2024-09-01,Criteo,Display Retargeting,2741.08,17356.04,347,9293,33
2024-09-01,Microsoft Ads,Search,1853.19,13710.97,377,10423,38
2024-09-02,Facebook Ads,Retargeting,4419.12,26829.88,347,7784,20
2024-09-02,Google Ads,Brand Search,4312.15,32070.88,583,11793,26
2024-09-02,Snapchat Ads,Prospecting,1480.4,4648.47,377,3686,13
2024-09-02,Pinterest Ads,Awareness,2461.87,16618.88,377,4744,24
2024-09-02,Tiktok Ads,Video,5360.65,23055.99,278,5913,12
2024-09-02,Affiliate,Affiliation,2817.31,13395.81,425,7628,16
2024-09-02,Liveintent,Email,554.0,2324.88,667,9491,50
2024-09-02,Criteo,Display Retargeting,7498.59,31528.98,634,18363,40
2024-09-02,Microsoft Ads,Search,1277.72,6051.83,471,8670,20
2024-09-03,Facebook Ads,Retargeting,2889.94,10902.64,441,6612,19
2024-09-03,Google Ads,Brand Search,3133.86,21826.96,435,10143,16
2024-09-03,Snapchat Ads,Prospecting,268.42,1472.91,324,3065,13
2024-09-03,Pinterest Ads,Awareness,918.2,3158.74,440,14067,48
2024-09-03,Tiktok Ads,Video,10570.17,60514.3,255,7170,17
2024-09-03,Affiliate,Affiliation,0.07,0.44,443,4048,27
2024-09-03,Liveintent,Email,3974.81,16749.86,350,5358,37
2024-09-03,Criteo,Display Retargeting,5474.8,17411.78,400,8753,13
2024-09-03,Microsoft Ads,Search,577.34,1460.17,320,6052,47
2024-09-04,Facebook Ads,Retargeting,4294.62,36982.56,261,4508,31
2024-09-04,Google Ads,Brand Search,710.23,2230.11,422,6042,27
2024-09-04,Snapchat Ads,Prospecting,830.58,3437.25,440,7031,42
2024-09-04,Pinterest Ads,Awareness,640.88,3192.96,312,2955,21
2024-09-04,Tiktok Ads,Video,374.06,3124.26,688,10998,31
2024-09-04,Affiliate,Affiliation,3.28,17.05,451,5741,36
2024-09-04,Liveintent,Email,2412.05,8384.16,593,9967,46
2024-09-04,Criteo,Display Retargeting,7046.78,35386.39,708,8436,21
2024-09-04,Microsoft Ads,Search,680.51,2222.44,447,4063,26
2024-09-05,Facebook Ads,Retargeting,3302.45,13364.31,294,4044,47
2024-09-05,Google Ads,Brand Search,4490.94,23824.72,264,4609,17
2024-09-05,Snapchat Ads,Prospecting,6227.15,39934.78,405,8741,14
2024-09-05,Pinterest Ads,Awareness,2118.67,9639.54,389,4049,16
2024-09-05,Tiktok Ads,Video,1243.98,4727.84,626,9429,17
2024-09-05,Affiliate,Affiliation,1342.49,8668.93,452,6496,22
2024-09-05,Liveintent,Email,4398.67,17865.18,293,10883,21
2024-09-05,Criteo,Display Retargeting,5913.53,25770.95,369,7925,16
2024-09-05,Microsoft Ads,Search,564.09,3983.1,202,7066,8
2024-09-06,Facebook Ads,Retargeting,596.98,5123.77,457,6958,16
2024-09-06,Google Ads,Brand Search,3752.08,29114.54,333,8988,33
2024-09-06,Snapchat Ads,Prospecting,1974.14,11416.39,388,5075,15
2024-09-06,Pinterest Ads,Awareness,6279.66,41581.03,321,6227,37
2024-09-06,Tiktok Ads,Video,2435.49,16607.72,490,14960,35
2024-09-06,Affiliate,Affiliation,858.5,5541.07,221,3422,21
2024-09-06,Liveintent,Email,1276.16,6357.9,175,3482,16
2024-09-06,Criteo,Display Retargeting,2349.16,12104.07,842,7495,59
2024-09-06,Microsoft Ads,Search,105.58,501.94,556,12415,49
2024-09-07,Facebook Ads,Retargeting,2626.11,16867.63,442,6004,36
2024-09-07,Google Ads,Brand Search,4950.79,10832.09,546,2942,23
2024-09-07,Snapchat Ads,Prospecting,505.03,1988.04,530,9384,20
2024-09-07,Pinterest Ads,Awareness,4512.18,21186.7,491,10005,28
2024-09-07,Tiktok Ads,Video,2180.94,11186.4,172,6433,26
2024-09-07,Affiliate,Affiliation,11776.94,46377.93,577,4396,42
2024-09-07,Liveintent,Email,145.85,494.55,344,5043,24
2024-09-07,Criteo,Display Retargeting,908.98,3994.38,335,5164,19
2024-09-07,Microsoft Ads,Search,3477.45,12739.26,395,7933,20
2024-09-08,Facebook Ads,Retargeting,800.5,4810.57,363,6324,28
2024-09-08,Google Ads,Brand Search,3443.18,22145.93,265,5691,17
2024-09-08,Snapchat Ads,Prospecting,3855.06,16719.67,319,6199,24
2024-09-08,Pinterest Ads,Awareness,397.02,2078.67,266,4116,17
2024-09-08,Tiktok Ads,Video,2079.78,9319.99,422,11631,20
2024-09-08,Affiliate,Affiliation,2539.55,8910.68,337,5790,15
2024-09-08,Liveintent,Email,1633.84,4775.86,464,4073,38
2024-09-08,Criteo,Display Retargeting,9938.79,33151.43,457,7813,41
2024-09-08,Microsoft Ads,Search,3597.75,21555.73,426,5297,21
2024-09-09,Facebook Ads,Retargeting,2912.32,11185.44,390,4851,15
2024-09-09,Google Ads,Brand Search,3448.81,10641.65,346,3854,8
2024-09-09,Snapchat Ads,Prospecting,1418.2,4739.99,504,7936,43
2024-09-09,Pinterest Ads,Awareness,4638.16,20545.67,674,12747,15
2024-09-09,Tiktok Ads,Video,3216.12,12100.23,362,12035,33
2024-09-09,Affiliate,Affiliation,3077.29,21359.06,359,4305,26
2024-09-09,Liveintent,Email,3643.43,28456.33,411,7798,28
2024-09-09,Criteo,Display Retargeting,707.34,3623.78,338,4932,12
2024-09-09,Microsoft Ads,Search,2922.51,13017.57,494,7622,22
2024-09-10,Facebook Ads,Retargeting,440.57,1375.94,243,4066,18
2024-09-10,Google Ads,Brand Search,562.43,2930.59,277,2551,20
2024-09-10,Snapchat Ads,Prospecting,554.59,2312.2,380,10346,16
2024-09-10,Pinterest Ads,Awareness,7419.83,35496.79,337,9758,33
2024-09-10,Tiktok Ads,Video,3728.37,16151.97,256,5721,17
2024-09-10,Affiliate,Affiliation,2915.89,7471.09,450,7750,35
2024-09-10,Liveintent,Email,2661.99,8975.63,232,5747,17
2024-09-10,Criteo,Display Retargeting,1331.46,6115.87,459,7986,41
2024-09-10,Microsoft Ads,Search,5408.77,30715.44,379,6890,27
2024-09-11,Facebook Ads,Retargeting,2556.7,10544.08,774,5935,19
2024-09-11,Google Ads,Brand Search,2115.84,11899.22,733,12924,32
2024-09-11,Snapchat Ads,Prospecting,674.01,1792.0,413,4697,33
2024-09-11,Pinterest Ads,Awareness,4418.56,23219.55,322,3805,25
2024-09-11,Tiktok Ads,Video,6062.23,29891.65,343,7081,16
2024-09-11,Affiliate,Affiliation,1871.61,9642.25,387,9694,18
2024-09-11,Liveintent,Email,113.51,467.64,308,2980,16
2024-09-11,Criteo,Display Retargeting,9508.88,31819.83,285,4126,18
2024-09-11,Microsoft Ads,Search,53.69,118.64,394,5151,14
2024-09-12,Facebook Ads,Retargeting,1593.86,10960.32,255,2200,20
2024-09-12,Google Ads,Brand Search,6857.14,40050.02,291,3569,28
2024-09-12,Snapchat Ads,Prospecting,975.16,3808.72,302,3270,34
2024-09-12,Pinterest Ads,Awareness,519.29,2879.36,329,5478,52
2024-09-12,Tiktok Ads,Video,1711.84,18632.63,374,7247,33
2024-09-12,Affiliate,Affiliation,2875.1,17170.82,325,5228,22
2024-09-12,Liveintent,Email,867.62,8679.9,274,3599,22
2024-09-12,Criteo,Display Retargeting,7117.53,31287.14,250,5212,6
2024-09-12,Microsoft Ads,Search,77.69,332.74,288,3925,31
2024-09-13,Facebook Ads,Retargeting,2363.16,10909.1,293,4615,20
2024-09-13,Google Ads,Brand Search,4604.48,18733.87,551,17294,44
2024-09-13,Snapchat Ads,Prospecting,6363.18,28495.63,400,11116,20
2024-09-13,Pinterest Ads,Awareness,859.58,2814.44,184,6730,10
2024-09-13,Tiktok Ads,Video,6703.71,26989.67,424,7502,21
2024-09-13,Affiliate,Affiliation,2214.53,12756.83,484,8945,21
2024-09-13,Liveintent,Email,1680.32,6300.7,558,14281,47
2024-09-13,Criteo,Display Retargeting,491.16,2227.33,364,9961,32
2024-09-13,Microsoft Ads,Search,5834.77,21617.81,474,7207,23
2024-09-14,Facebook Ads,Retargeting,854.05,3146.53,301,7080,24
2024-09-14,Google Ads,Brand Search,1148.09,6152.73,343,7989,14
2024-09-14,Snapchat Ads,Prospecting,1465.37,6021.47,535,10990,35
2024-09-14,Pinterest Ads,Awareness,5982.86,25296.68,704,8238,23
2024-09-14,Tiktok Ads,Video,4876.73,23989.49,292,6516,14
2024-09-14,Affiliate,Affiliation,8427.36,27149.96,338,10101,29
2024-09-14,Liveintent,Email,1207.69,8224.61,282,5906,20
2024-09-14,Criteo,Display Retargeting,4236.75,24200.23,334,3212,12
2024-09-14,Microsoft Ads,Search,3056.35,8993.55,670,6654,25
2024-09-15,Facebook Ads,Retargeting,6039.67,51911.97,509,11460,21
2024-09-15,Google Ads,Brand Search,9834.31,40503.74,266,6654,16
2024-09-15,Snapchat Ads,Prospecting,25.71,169.99,208,5639,14
2024-09-15,Pinterest Ads,Awareness,4912.81,20816.41,645,12680,39
2024-09-15,Tiktok Ads,Video,198.55,1125.94,207,5934,11
2024-09-15,Affiliate,Affiliation,3452.58,28906.69,575,10154,23
2024-09-15,Liveintent,Email,1183.92,6221.13,482,9812,31
2024-09-15,Criteo,Display Retargeting,1640.21,9404.48,261,7619,18
2024-09-15,Microsoft Ads,Search,1078.41,9774.73,432,6956,15
2024-09-16,Facebook Ads,Retargeting,3463.27,22486.59,336,2403,40
2024-09-16,Google Ads,Brand Search,1319.44,4981.66,620,6243,41
2024-09-16,Snapchat Ads,Prospecting,4917.78,17839.48,376,6323,32
2024-09-16,Pinterest Ads,Awareness,1408.66,9399.54,606,6265,36
2024-09-16,Tiktok Ads,Video,298.02,963.21,566,19979,27
2024-09-16,Affiliate,Affiliation,5573.86,26013.11,641,7422,20
2024-09-16,Liveintent,Email,1025.68,6404.97,474,10516,22
2024-09-16,Criteo,Display Retargeting,2305.1,10608.61,492,8298,37
2024-09-16,Microsoft Ads,Search,5303.01,21418.06,343,4993,27
2024-09-17,Facebook Ads,Retargeting,1323.52,2796.38,511,7502,24
2024-09-17,Google Ads,Brand Search,201.52,747.49,528,13729,30
2024-09-17,Snapchat Ads,Prospecting,1082.68,6097.59,323,5730,19
2024-09-17,Pinterest Ads,Awareness,8200.14,21440.49,431,10723,13
2024-09-17,Tiktok Ads,Video,4130.18,11002.72,306,9274,23
2024-09-17,Affiliate,Affiliation,4752.36,14500.34,339,6265,40
2024-09-17,Liveintent,Email,4704.49,11655.41,491,10897,21
2024-09-17,Criteo,Display Retargeting,670.32,2317.8,349,9357,22
2024-09-17,Microsoft Ads,Search,1520.99,5640.56,599,11249,49
2024-09-18,Facebook Ads,Retargeting,3438.58,16454.01,388,5516,26
2024-09-18,Google Ads,Brand Search,224.01,1360.0,289,4587,10
2024-09-18,Snapchat Ads,Prospecting,1185.83,4616.26,601,11987,22
2024-09-18,Pinterest Ads,Awareness,836.51,5070.76,638,8136,39
2024-09-18,Tiktok Ads,Video,2008.65,14114.26,438,4609,28
2024-09-18,Affiliate,Affiliation,11172.13,82457.97,532,9854,17
2024-09-18,Liveintent,Email,201.8,734.94,558,17490,17
2024-09-18,Criteo,Display Retargeting,2470.76,11357.81,439,10134,11
2024-09-18,Microsoft Ads,Search,536.18,2781.69,489,9073,28
2024-09-19,Facebook Ads,Retargeting,9468.05,73473.23,318,3855,22
2024-09-19,Google Ads,Brand Search,412.3,1615.17,490,4083,40
2024-09-19,Snapchat Ads,Prospecting,1826.77,8908.92,521,5870,36
2024-09-19,Pinterest Ads,Awareness,4467.25,20497.44,487,3964,33
2024-09-19,Tiktok Ads,Video,4509.37,17719.57,212,3149,23
2024-09-19,Affiliate,Affiliation,1792.12,8655.96,517,10973,24
2024-09-19,Liveintent,Email,1432.14,8402.43,458,4855,34
2024-09-19,Criteo,Display Retargeting,1907.67,8559.52,379,2849,19
2024-09-19,Microsoft Ads,Search,762.02,3896.44,361,3584,20
2024-09-20,Facebook Ads,Retargeting,874.11,3563.81,514,8782,29
2024-09-20,Google Ads,Brand Search,2585.49,8411.83,291,4626,12
2024-09-20,Snapchat Ads,Prospecting,905.56,4463.87,301,8035,31
2024-09-20,Pinterest Ads,Awareness,1482.34,3146.48,399,10873,12
2024-09-20,Tiktok Ads,Video,2530.64,12370.09,483,10310,31
2024-09-20,Affiliate,Affiliation,12072.33,55042.14,482,5126,32
2024-09-20,Liveintent,Email,2974.11,15138.02,314,7720,19
2024-09-20,Criteo,Display Retargeting,245.56,874.82,332,8881,23
2024-09-20,Microsoft Ads,Search,317.92,1450.29,634,9418,19
2024-09-21,Facebook Ads,Retargeting,9288.0,34106.91,373,2361,17
2024-09-21,Google Ads,Brand Search,1123.45,6101.53,693,6886,24
2024-09-21,Snapchat Ads,Prospecting,244.54,1296.62,294,8153,23
2024-09-21,Pinterest Ads,Awareness,3542.11,14847.96,527,5823,28
2024-09-21,Tiktok Ads,Video,2228.04,16904.55,298,7562,16
2024-09-21,Affiliate,Affiliation,2842.07,12145.23,201,5657,12
2024-09-21,Liveintent,Email,939.24,4074.85,287,7410,16
2024-09-21,Criteo,Display Retargeting,42.11,202.53,574,7395,19
2024-09-21,Microsoft Ads,Search,9161.38,31113.71,901,9446,40
2024-09-22,Facebook Ads,Retargeting,589.77,3442.16,375,6703,23
2024-09-22,Google Ads,Brand Search,2224.53,17740.32,395,5196,26
2024-09-22,Snapchat Ads,Prospecting,3562.73,18727.46,600,11906,25
2024-09-22,Pinterest Ads,Awareness,2416.24,16098.49,325,13372,42
2024-09-22,Tiktok Ads,Video,1201.92,7651.23,273,5174,27
2024-09-22,Affiliate,Affiliation,674.59,3403.1,315,4329,30
2024-09-22,Liveintent,Email,2584.6,11257.83,277,5926,13
2024-09-22,Criteo,Display Retargeting,7010.52,33533.9,487,8204,18
2024-09-22,Microsoft Ads,Search,8117.01,37296.92,346,4041,19
2024-09-23,Facebook Ads,Retargeting,238.25,1679.21,329,1882,17
2024-09-23,Google Ads,Brand Search,620.19,2027.57,580,6641,22
2024-09-23,Snapchat Ads,Prospecting,11916.2,37599.78,407,6590,22
2024-09-23,Pinterest Ads,Awareness,3538.42,14855.89,291,4092,9
2024-09-23,Tiktok Ads,Video,8090.27,20133.27,412,9086,31
2024-09-23,Affiliate,Affiliation,968.92,3320.41,391,5370,28
2024-09-23,Liveintent,Email,1482.92,12446.81,425,6498,16
2024-09-23,Criteo,Display Retargeting,2898.56,17053.13,594,5445,28
2024-09-23,Microsoft Ads,Search,3350.26,12287.65,547,9272,25
2024-09-24,Facebook Ads,Retargeting,1675.82,9532.24,532,15283,20
2024-09-24,Google Ads,Brand Search,52.95,284.73,460,6065,17
2024-09-24,Snapchat Ads,Prospecting,3655.74,19526.54,783,17028,45
2024-09-24,Pinterest Ads,Awareness,1333.66,3751.74,290,6034,16
2024-09-24,Tiktok Ads,Video,2060.78,10796.92,406,4581,17
2024-09-24,Affiliate,Affiliation,12243.41,56823.05,371,2544,17
2024-09-24,Liveintent,Email,1718.42,8534.03,296,4442,14
2024-09-24,Criteo,Display Retargeting,6225.13,32783.38,440,8967,19
2024-09-24,Microsoft Ads,Search,480.05,3175.25,465,5238,18
2024-09-25,Facebook Ads,Retargeting,2910.04,18537.96,381,7499,31
